,name,founded_date,employee_count,description,location,categories,funding_data,investor_data
0,CustomerXPs Software,"December 29, 2006",11 - 50,"CustomerXPs is an enterprise software product company offering Enterprise Financial Crime Management (EFCM), Anti-money Laundering (AML) and Customer Experience Management (CEM) products for Tier-1 global banks. CustomerXPs is revolutionizing Fraud Management and Customer Experience Management in Fortune 500 banks by harnessing the power of extreme real-time, cross-channel intelligence. Voted ‘Best Fraud Detection Product 2016’ by OpRisk / Risk.net, CustomerXPs’ flagship product Clari5's differentiated approach deploys a well-synchronized, context-aware 'central nervous system' in banks with the ability to stop fraudulent transactions with real-time, actionable insights. It monitors suspicious activities in real-time, and takes the right decision at the right time as opposed to end-of-day reporting and analysis. Designed precisely to meet the fraud detection, investigation, prevention, monitoring compliance and audit needs, Clari5 is a highly-scalable enterprise fraud and compliance solution with a capability suited to enterprise-wide deployment for global financial institutions. It uses advanced statistical and analytical techniques to identify patterns of unusual and suspicious behaviours hidden deep within a bank’s data and provides a single view of customers across the entire portfolio of products and brands.
","Bangalore, Karnataka","Fraud Detection, Software, Enterprise Software, Compliance, Customer Service","[['Jun, 2015', 'undisclosed amount / Non Equity Assistance', '—', '—', '1'], ['Feb, 2014', 'undisclosed amount / Venture', '—', '—', '1'], ['Jun, 2011', '$4M / Series A', '—', 'JAFCO Asia', '1']]","[['JAFCO Asia', 'Series A\xa0(Lead)', 'Murli Ravi'], ['Microsoft Accelerator', 'Venture', '-'], ['Microsoft Accelerator Bangalore', 'Non Equity Assistance', '-']]"
0,ElasticRun,2015,11 - 50,"ElasticRun appears to be building a similar app-based asset-light model for receiving orders and dispatching delivery drivers.ElasticRun is building next generation transportation technology that will power the ecommerce and distribution industry of India.
",,"Delivery, Transportation, Logistics","[['Apr, 2017', '$7M / Series A', '—', 'Kalaari CapitalNorwest Venture Partners - NVP', '2'], ['Nov, 2016', '$2M / Seed', '—', 'Kalaari CapitalNorwest Venture Partners - NVP', '2']]","[['Kalaari Capital', 'Seed\xa0(Lead)', '-', 'Series A\xa0(Lead)', '-'], ['Norwest Venture Partners - NVP', 'Seed\xa0(Lead)', '-', 'Series A\xa0(Lead)', '-']]"
0,Shopalyst,2014,11 - 50,"Shopalyst is on a mission to make digital commerce ubiquitous, and easy.
","Bengaluru, Karnataka",Internet,"[['Oct, 2015', '$2M / Series A', '—', 'Kalaari Capital', '1']]","[['Kalaari Capital', 'Series A\xa0(Lead)', '-']]"
0,redBus.in,2006Aliases:Pilani soft labs,11 - 50,"RedBus is an online bus-ticketing organization with presence in India, Singapore, Malaysia, Indonesia,Colombia and Peru, serving over 5 million customers globally.
It simplifies travel for people at a global level. RedBus believes in finding solutions through innovation. The pride of RedBus lies in the in-house talent of dynamic, intelligent, passionate individuals who come from various fields of expertise.
",Bangalore,"Public Transportation, Ticketing, Transportation","[['May, 2012', '$210k / Secondary Market', '—', '—', '1'], ['Mar, 2011', '$6.43M / Series C', '—', 'Helion Venture Partners', '3'], ['Jul, 2009', '$2.5M / Series B', '—', '—', '3'], ['Feb, 2007', '$1M / Series A', '—', '—', '1']]","[['Helion Venture Partners', 'Series B', '-', 'Series C\xa0(Lead)', '-'], ['Inventus Capital Partners', 'Series B', 'Parag Dhol', 'Series C', 'Parag Dhol', 'Secondary Market', 'Parag Dhol'], ['Seedfund', 'Series A', '-', 'Series B', '-', 'Series C', '-']]"
0,Aasaanjobs,"November 1, 2014",11 - 50,"Aasaanjobs is a recruitment company for entry level jobs in India. It aims to create a digital identity for millions who play such a crucial role in the ever expanding service industry of the country.
It envisages to provide a better connected platform for the unorganized job sector in the country which are largely two: freelancing and blue-collared (drivers, maids, cooks, tutors, back-office staff, etc). Aasaanjob's vision is to counter the huge mismatch between employee skillset and industry expectation helping people get better prepared for the industry while solving hiring problems of start-ups and SMEs.
",Mumbai,"Recruiting, Staffing Agency, Consulting","[['Feb, 2016', '$5M / Series A', '—', 'Aspada', '3'], ['Jan, 2015', '$1.5M / Seed', '—', 'IDG Ventures India', '3']]","[['Aspada', 'Series A\xa0(Lead)', '-'], ['IDG Ventures', 'Seed', '-', 'Series A', '-'], ['IDG Ventures India', 'Seed\xa0(Lead)', 'Ranjith Menon'], ['Inventus Capital Partners', 'Seed', 'Rutvik Doshi', 'Series A', 'Rutvik Doshi']]"
0,Unbxd,"October 4, 2011",11 - 50,"Unbxd, the fastest growing e-commerce product discovery platform, applies artificial intelligence and advanced data sciences to connect shoppers to the products they are most likely to buy. http://unbxd.com
Unbxd enables personalized site search, navigation, product recommendations and merchandising for leading online retailers including Ashley HomeStore, Express, FreshDirect, Rue21 and ibSupply. Unbxd powers more than 1.5 billion shopper interactions a month.
","Mountain View, California","E-Commerce, Software, Navigation","[['Jun, 2017', '$12.5M / Series C', '—', 'Eight Roads Ventures', '5'], ['May, 2016', 'undisclosed amount / Series B', '—', 'Nirvana Venture Advisors', '4'], ['Feb, 2014', 'undisclosed amount / Non Equity Assistance', '—', '—', '1'], ['Oct, 2013', '$2M / Series A', '—', '—', '2'], ['Sep, 2012', 'undisclosed amount / Seed', '—', '—', '0']]","[['Eight Roads Ventures', 'Series C\xa0(Lead)', '-'], ['IDG Ventures', 'Series B', '-', 'Series C', '-'], ['IDG Ventures India', 'Series A', '-'], ['Indian Angel Network', 'Series B', '-'], ['Inventus Capital Partners', 'Series A', 'Rutvik Doshi', 'Series B', 'Rutvik Doshi', 'Series C', 'Rutvik Doshi'], ['Kris Gopalakrishnan', 'Series C', '-'], ['Nirvana Venture Advisors', 'Series B\xa0(Lead)', '-', 'Series C', '-'], ['Target Accelerator', 'Non Equity Assistance', '-']]"
0,Uniphore,2008,11 - 50,"Uniphore Software Solutions Pvt. Ltd. provides voice and data technologies to transform mobile phone into an enterprise-service delivery platform for banking, lending/MFI, insurance, retail, agriculture, healthcare, education, and government industries. It offers mobile commerce and content management solutions. The company is based in Chennai, India.
","Taramani, Tamil Nadu","Enterprise Software, Information Technology, Information Services","[['Oct, 2016', '$2M / Venture', '—', 'IDG Ventures', '3'], ['Jun, 2015', 'undisclosed amount / Venture', '—', 'IDG Ventures India', '1'], ['Mar, 2014', 'undisclosed amount / Series A', '—', 'Indian Angel Network', '5']]","[['IDG Ventures', 'Venture\xa0(Lead)', '-'], ['IDG Ventures India', 'Venture\xa0(Lead)', '-'], ['Indian Angel Network', 'Series A\xa0(Lead)', '-', 'Venture', '-'], ['M.V. Subramanian', 'Series A', '-'], ['Nagaraja Prakasam', 'Series A', '-'], ['Ray Stata', 'Series A', '-'], ['YourNest Angel Fund', 'Series A', '-', 'Venture', '-']]"
0,Naturals @Home,2014Aliases:Vyomo,11 - 50,"Mobile Market place for beauty and wellness. A mobile AI platform that will simplify the way beauty & wellness services are requested, offered and rendered. For beauty salons and Spa, we are SAAS based end to end salon management software that grows their business by covering everything from increased traffic, CRM, ERP, EPOS, Performance Management, Booking Management to Social Media. For end customer, we are on-the-go search, discover, book, pay and rate platform.
","Bangalore, Karnataka","Beauty, Marketplace, Mobile","[['Apr, 2016', '$15M / Series A', '—', 'Naturals', '1'], ['Aug, 2015', '$2M / Seed', '—', '—', '1'], ['Apr, 2015', 'undisclosed amount / Seed', '—', '—', '1'], ['Apr, 2014', '$300k / Angel', '—', '—', '0']]","[['Naturals', 'Series A\xa0(Lead)', '-'], ['Rocket Internet', 'Seed', '-'], ['YouWeCan', 'Seed', '-']]"
0,Crayon Data,"August 1, 2012",11 - 50,"Crayon Data is one of the fastest growing big data companies in Asia, on a mission to simplify the world’s choices with its proprietary platform - SimplerChoices™.
SimplerChoices™ currently has data that covers 1 billion tastes, 25 billion taste connections, products, 25 million products.
Maya, Crayon's flagship product,is a personal concierge, powered by SimplerChoices™. Crayon's taste graph maps affinities based on taste (from review sites, social networks), influence (from social networks), context (from public data, location-based data), and behavior (from internal enterprise data).This enables MAYA to deliver highly personalised choices to consumers, directly through an app or through an enterprise.
Maya is currently available for the banking, retail, hospitality, telecom and media verticals. 
Maya - transforms the misery of choosing, to the magic of choice! 
Crayon Data has been consistently awarded on various global platforms, including:
1. Top 5 in IBM Watson Mobile Developer Challenge 2014
2. Winner at TiE Silicon Valley’s TiE50 Awards in the software vertical
3. Finalist at Code_n 2014 @ CEBIT, Hannover: the only big data company from Asia
4. Part of interesting start-ups selected from the START track at Web Summit, Dublin
5. Selected as one of the top 50 emerging tech companies in India at InTech50 2015
",,"Business Intelligence, Analytics, Data Mining, Big Data","[['Feb, 2014', '$1.19M / Venture', '—', 'Jungle Ventures', '2'], ['Sep, 2013', '$1.4M / Angel', '—', '—', '3'], ['Jul, 2013', '$2.75M / Angel', '$8.5M', '—', '0']]","[['Jungle Ventures', 'Venture\xa0(Lead)', 'Anurag Srivastava'], ['NSI Ventures', 'Angel', '-', 'Venture', '-'], ['Ravi Mantha', 'Angel', '-'], ['Ravi Thakran', 'Angel', '-']]"
0,Urbtranz Technologies(Vahanalytics),"March, 2016Aliases:Vahanalytics",11 - 50,"Vahanalytics is a cloud based data science startup solving the two most important problems with transportation and logistics in India - bad drivers and bad roads. 
Vahanalytics provides real-time insights through their mobile application, SDK, and dashboard. It focuses on providing businesses with data backed insights regarding their drivers' performance and help with regards training assistance to improve their driving skills and safety practices. It also uses the driving data it collects to find big data trends, outliers or problem areas to be highlighted for the businesses.
Vahanalytics is run by Urbtranz Technologies, founded in 2015 by Someshwar Dash, Nikhil Tavora, Arun Gandhi, and Shivalik Sen. And it is based in Mumbai, India.
","Mumbai, Maharashtra","Logistics, Big Data, Mobile","[['May, 2016', '$200k / Seed', '—', 'Vikram Lakhotia', '4']]","[['Artha India Ventures', 'Seed', 'Anirudh Damani'], ['thinQbate', 'Seed', '-'], ['Venture Catalysts', 'Seed', '-'], ['Vikram Lakhotia', 'Seed\xa0(Lead)', '-']]"
0,Coutloot,"November 10, 2015",11 - 50,"CoutLoot is a mobile first marketplace service which let's you Buy & Sell Preloved Fashion. Selling on CoutLoot is as easy as Buying. CoutLoot provides free pickup for the fashion product you want to sell, pampers it, shoots it, promotes it, handles delivery and returns and all other hassles for the seller. For the Buyer it's a dream come true, you can buy the best brands at more than 70% off 365 days of the year. De-clutter your closet or Buy new items for your wardrobe, either ways you win. CoutLoot only charges a 15% commission on the selling price from the Seller for all the services provided. Let's change the way we love fashion, Let's Buy what you Love and Sell what you Loved with CoutLoot!
","Mumbai, Maharashtra","E-Commerce, Fashion, Mobile","[['Aug, 2017', 'undisclosed amount / Seed', '—', 'Anuj Puri', '6'], ['Dec, 2016', '$40k / Seed', '—', 'Facebook', '1'], ['Jun, 2016', '$44.12k / Seed', '—', '—', '2']]","[['Anuj Puri', 'Seed\xa0(Lead)', '-'], ['Apoorv Ranjan Sharma', 'Seed', '-'], ['Artha India Ventures', 'Seed', 'Anirudh Damani', 'Seed', 'Anirudh Damani'], ['Facebook', 'Seed\xa0(Lead)', '-'], ['Om Kothari', 'Seed', '-'], ['Redcliffe Capital', 'Seed', '-'], ['Siddharth Kothari', 'Seed', '-'], ['Venture Catalysts', 'Seed', '-']]"
0,Cointribe,"April, 2015",11 - 50,"Cointribe operates an online lending marketplace that enables small business and salaried individuals to get funds and capital. The company’s service enables companies to apply for business and personal loans through its website or mobile application.
Cointribe was founded by Amit Sachdev and Rohit Lohia in 2015 and is headquartered in Gurgaon, India.
",,"Credit, Financial Services, Consumer Lending, Finance",,
0,NoBroker,2014,11 - 50,"Nobroker is a new home rental platform that makes it easier to find your new home without paying any brokerage. Use their verified listing to ensure you find your dream home by contacting the owners directly. Save time and effort by using the accurate information about the property and neighbourhood including schools, banks, restaurants etc that makes it easier for you to short list the property without actually visiting it.
","Bangalore, Karnataka","Commercial Real Estate, Real Estate, Property Management","[['Dec, 2016', '$7M / Series B', '—', 'KTB Ventures', '4'], ['Feb, 2016', '$10M / Series B', '—', 'BEENEXT', '6'], ['Feb, 2015', '$3M / Series A', '—', 'SAIF Partners', '1'], ['Mar, 2014', 'undisclosed amount / Angel', '—', '—', '1']]","[['BEENEXT', 'Series B\xa0(Lead)', '-', 'Series B', '-'], ['Beenos Partners', 'Series B', '-'], ['Digital Garage', 'Series B', '-', 'Series B', '-'], ['KTB Network', 'Series B', '-'], ['KTB Ventures', 'Series B\xa0(Lead)', '-'], ['Qualgro VC', 'Series B', '-'], ['SAIF Partners', 'Series A\xa0(Lead)', '-', 'Series B', '-', 'Series B', '-'], ['Saurabh Garg', 'Angel', '-']]"
